year,generation_gwh,installed_mw,available_mw,availability_pct,utilization_pct,utilization_reconstructed
2018,10824.232023999999,4724.8,4493.062890639269,0.9509530330679117,0.2750112685242981,0.275011268524298
2019,9594.308600000002,4724.8,4397.259137442922,0.9306762481889015,0.2490734963597023,0.24907349635970227
2020,9440.902199999999,4724.8,4471.6170231102005,0.9464140329982645,0.24035688712444195,0.24035688712444195
2021,6920.175575,4724.8,4317.647578538813,0.9138265277977508,0.18296407160102385,0.18296407160102385
2022,7692.709388,4724.8,4292.445507077625,0.9084925302822605,0.20458341770399974,0.20458341770399976
2023,12770.437489999998,4724.8,4457.996611986301,0.9435312842842662,0.3270106789535907,0.3270106789535907
2024,11456.951248000001,4724.8,4447.310816484517,0.9412696445319414,0.29327784416661556,0.29327784416661556
2025,7920.0,4724.8,4566.935754794521,0.9665881634766595,0.19796853680105564,0.1979685368010556
