year,local_generation_gwh,thermal_total_gwh,thermal_fuel_gwh,thermal_gap_gwh,thermal_gap_pct,emissions_mt,thermal_share,thermal_total_share,local_intensity_kg_per_mwh,thermal_intensity_t_per_mwh
2018,137481.834561,87727.03521700001,87727.15732043063,-0.12210343062179163,-1.3918563453074504e-06,40.81831845783524,0.6380999904500586,0.6380991023077741,296.8997219754466,0.46528714373752
2019,131246.576278,80137.202966,80137.192546,0.010419999991427176,1.3002699876919954e-07,35.71935903109475,0.6105850134807126,0.6105850928732598,272.1545966687601,0.4457276065740795
2020,134176.87687799992,82335.80538299994,82335.80538300003,-8.731149137020111e-11,-1.0604316185899424e-15,36.99181698634239,0.6136363231785735,0.6136363231785729,275.6944255005811,0.4492798341410302
2021,141796.97804000002,90074.351489,90074.351489,0.0,0.0,41.73225147478968,0.6352346342923514,0.6352346342923514,294.3098791782239,0.4633089307324747
2022,138746.60366299996,81750.89325499997,81750.89325499999,-1.4551915228366852e-11,-1.7800313426516402e-16,39.61656315273717,0.5892100498082374,0.5892100498082373,285.53176875566186,0.48460098202430557
2023,141400.86720100007,73020.09551000007,73020.09551,7.275957614183426e-11,9.964322236728637e-16,34.04079128331114,0.5164048633888686,0.5164048633888692,240.7396217374145,0.4661838778155158
2024,142137.86904799985,75388.19450199987,75198.67833300002,189.51616899984947,0.002513870643165782,33.65079655120996,0.5290544936170773,0.530387819987236,236.74758019515622,0.4474918615217565
2025,142792.66615699994,75224.68757299993,75135.05870700013,89.62886599979538,0.0011914820638213655,32.225603630240016,0.5261828967069601,0.5268105820665236,225.68108361257222,0.4289023551030731
