gid,name,full_name,technology_label,fun,ppc,original_source,longitude,latitude
1225,Cruz del Eje,Central Hidroeléctrica Cruz del Eje,Central Hidroeléctrica,6.000000000000000,1.000000000000000,IGN/Secretaría de Gobierno de Energía,-64.75380419999993,-30.763705899999934
1227,Olpas,Central Eléctrica Olpas,Central Eléctrica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-66.27052261299997,-30.85654872599997
1228,Cafayate,Central Térmica Cafayate,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-65.98770573199994,-26.071480683999937
1229,El Bracho,Central Termoeléctrica El Bracho,Central Termoeléctrica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-65.16152850999998,-26.994970588999934
1230,El Bracho,Central Termoeléctrica El Bracho,Central Termoeléctrica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-65.16926887499994,-26.994070853999972
1234,Amaicha del Valle,Central Térmica Amaicha del Valle,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-65.94001357299999,-26.590097024999977
1241,Independencia,Central Térmica Independencia,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-65.22251641599996,-26.865827472999968
1347,Esquina,Central Térmica Esquina,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretraía de Gobierno de Energía,-59.53244204199996,-30.00967574499998
1254,Ensenada de Barragán,Central Térmica Ensenada de Barragán,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-57.952168040999936,-34.85868001499995
1255,La Plata,Central Térmica La Plata,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-58.01597936799993,-34.933968869999944
1284,Chuscha,Central Térmica Chuscha,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-66.02386267399999,-26.054098351999983
1287,Campo Durán,Central Térmica Campo Durán,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-63.66065789099997,-22.206517376999955
1288,Pico Truncado I,Central Térmica Pico Truncado I,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-67.94977599999999,-46.78422399999994
1292,Nihuil IV,Central Hidroeléctrica Nihuil IV,Central Hidroeléctrica,6.000000000000000,1.000000000000000,IGN/Secretaría de Gobierno de Energía,-68.51441278299995,-34.833261377999975
1293,Atucha I,Central Nuclear Atucha I,Central Nuclear,6.000000000000000,2.000000000000000,IGN/Secretaría de Gobierno de Energía,-59.20733576199996,-33.96675809899995
1295,Patagonia,Central Térmica Patagonia,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-67.51432148599997,-45.793218141999944
1296,Dique,Central Térmica Dique,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-57.93303999999995,-34.890218999999945
1299,Orán,Central Térmica Orán (Mitre),Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-64.32220766999995,-23.14117794799995
1301,Piquirenda,Central Térmica Piquirenda,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-63.76668832299998,-22.349940791999927
1302,Tartagal,Central Térmica Tartagal,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-63.806028777999984,-22.540748743999927
1303,Misión La Paz,Central Térmica Misión La Paz,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-62.51998288699997,-22.37884754099997
1304,Güemes,Central Térmica Güemes,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-65.04249999999996,-24.68944399999998
1305,Salta,Central Térmica de ciclo combinado Salta,Central Térmica de ciclo combinado,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-65.05240120299999,-24.74435921099996
1307,Tolar Grande,Central Térmica Tolar Grande,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-67.39568793599994,-24.591250169999967
1308,El Tunal,Central Hidroeléctrica El Tunal,Central Hidroeléctrica,6.000000000000000,1.000000000000000,IGN/Secretaría de Gobierno de Energía,-64.47665254399993,-25.227124414999935
1320,Palmar Largo,Central Térmica Palmar Largo,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-62.043292246999954,-23.18963610999998
1321,Ingeniero Juárez,Central Térmica Ingeniero Juárez,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-61.83154577399995,-23.90907535699995
1323,Pirané,Central Térmica Pirané,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-59.07555999999994,-25.678609999999935
1325,Laguna Blanca,Central Térmica Laguna Blanca,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-58.258959424999944,-25.129106425999964
1328,Formosa,Central Térmica Formosa,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-58.24952622699993,-26.09711901099996
1329,Formosa II,Central Térmica Formosa II,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-58.19439007699998,-26.137023819999968
1332,Aristóbulo del Valle,Central Térmica Aristóbulo del Valle,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-54.862461516999986,-27.092352794999954
1333,Oberá,Central Térmica Oberá,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-55.12422802899994,-27.500921150999943
1334,La Tablada,Central Térmica La Tablada,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-55.910400040999946,-27.418493419999947
1337,Ituzaingó,Central Térmica Ituzaingó,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-56.67199996199997,-27.577897615999973
1338,Santo Tomé,Central Térmica Santo Tomé,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-56.07255541599994,-28.54992060799998
1341,Mercedes,Central Térmica Mercedes,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-58.07931899999994,-29.180800999999974
1342,Curuzú Cuatiá,Central Térmica Curuzú Cuatiá,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-58.05714199999994,-29.797384999999963
1344,Goya,Central Térmica Goya,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-59.22762916499994,-29.138994141999945
1345,Goya,Central Térmica Goya,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-59.27340233499996,-29.158331474999954
1348,Paso de la Patria,Central Térmica Paso de la Patria,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-58.566441415999975,-27.32368616599996
1350,Corrientes,Central Térmica Corrientes,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-58.80377437699997,-27.471388305999938
1354,Las Palmas,Central Térmica Las Palmas,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-58.69959083699996,-27.028573042999938
1365,Villa Angela,Central Térmica Villa Angela,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-60.70971716799994,-27.58085855099995
1367,Charata,Central Térmica Charata,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-61.19416893699997,-27.23689854199995
1368,Sáenz Peña I,Central Térmica Sáenz Peña I,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-60.41094138999995,-26.815592367999955
1369,Sáenz Peña II,Central Térmica Sáenz Peña II,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-60.41250976699996,-26.81539521199994
1371,Comandancia Frías,Central Térmica Comandancia Frías,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-62.23763112299997,-24.56347846999995
1372,Santos Lugares,Central Térmica Santos Lugares,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-63.548874265999984,-26.683818617999975
1374,Pampa de los Guanacos,Central Térmica Pampa de los Guanacos,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-61.836338403999946,-26.232029457999943
1375,Quimilí,Central Térmica Quimilí,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-62.416180795999935,-27.65189746799996
1382,San Miguel de Tucumán,Central Térmica San Miguel de Tucumán,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-65.16771019999999,-26.99705148199996
1384,Escaba,Central Hidroeléctrica Escaba,Central Hidroeléctrica,6.000000000000000,1.000000000000000,IGN/Secretaría de Gobierno de Energía,-65.74709971799996,-27.63680295299997
1388,Terevintos,Central Térmica Terevintos,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretraía de Gobierno de Energía,-65.78759118299996,-28.428960863999976
1391,Catamarca,Central Térmica Catamarca,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-65.76480949999996,-28.470884146999936
1392,Capital Catamarca-Predio Ex Cárcel,Central Térmica Capital Catamarca-Predio Ex Cárcel,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-65.78716099999997,-28.47726099999994
1393,INTA Catamarca,Central Térmica INTA Catamarca,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-65.72775557499995,-28.473514114999944
1395,Parque Industrial,Central Térmica Parque Industrial,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-65.79979657099994,-28.53406049399996
1400,Arauco Sapem I,Parque Eólico Arauco Sapem I,Parque Eólico,6.000000000000000,5.000000000000000,IGN/Secretaría de Gobierno de Energía,-66.73065392599995,-28.69881624599998
1401,Chilecito,Central Térmica Chilecito,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-67.50709578399994,-29.157825713999955
1402,La Rioja Sur,Central Térmica La Rioja Sur,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-66.83181064099995,-29.381301316999952
1403,La Rioja Delivery,Central Térmica La Rioja Delivery,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-66.83273142399997,-29.381295525999974
1404,La Rioja,Central Térmica La Rioja,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-66.83351901099996,-29.38250007099998
1407,Dean Funes,Central Térmica Dean Funes,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-64.20621628799995,-31.39325983799995
1409,Sudoeste,Central Térmica Sudoeste,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-64.23910317699995,-31.46281583299998
1411,La Viña,Central Hidroeléctrica La Viña,Central Hidroeléctrica,6.000000000000000,1.000000000000000,IGN/Secretaría de Gobierno de Energía,-65.03618229499995,-31.87147768999995
1412,Los Molinos I,Central Hidroeléctrica Los Molinos I,Central Hidroeléctrica,6.000000000000000,1.000000000000000,IGN/Secretaría de Gobierno de Energía,-64.44622233199993,-31.838116197999966
1413,Río Grande,Complejo Hidroeléctrico Río Grande,Complejo Hidroeléctrico,6.000000000000000,1.000000000000000,IGN/Secretaría de Gobierno de Energía,-64.63889367399997,-32.223369427999955
1415,Embalse,Central Nuclear Embalse,Central Nuclear,6.000000000000000,2.000000000000000,IGN/Secretaría de Gobierno de Energía,-64.44374046499996,-32.23181080599994
1417,Cassaffousth,Central Hidroeléctrica Cassaffousth,Central Hidroeléctrica,6.000000000000000,1.000000000000000,IGN/Secretaría de Gobierno de Energía,-64.37426089999997,-32.17524919999994
1418,Reolín,Central Hidroeléctrica Benjamín Reolín,Central Hidroeléctrica,6.000000000000000,1.000000000000000,IGN/Secretaría de Gobierno de Energía,-64.32300994799994,-32.19090976899997
1420,Piedras Moras,Central Hidroeléctrica Piedras Moras,Central Hidroeléctrica,6.000000000000000,1.000000000000000,IGN/Secretaría de Gobierno de Energía,-64.24371239999994,-32.167561699999965
1421,13 de Julio,Central Termoeléctrica 13 de Julio,Central Termoeléctrica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-64.15390772099994,-32.15939545899994
1422,Villa María (Las Playas),Central Térmica Villa María (Las Playas),Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-63.19271976099998,-32.43026355999996
1423,San Francisco,Central Térmica San Francisco,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-62.11181078299995,-31.43876036699993
1424,Bell Ville,Central Térmica Bell Ville,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-62.68588236499994,-32.61033490899996
1425,Isla Verde,Central Térmica Isla Verde,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-62.39506195599995,-33.242622335999954
1426,Isla Verde,Central Térmica Isla Verde,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-62.39468901199996,-33.24215517399995
1427,Río Cuarto,Central Térmica Río Cuarto,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-64.36366209899995,-33.16155118299997
1428,Maranzana,Central Termoeléctrica Maranzana,Central Termoeléctrica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-64.36513275999994,-33.160762234999936
1429,General Levalle,Central Térmica General Levalle,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Goierno de Energía,-63.92292687299994,-34.03661363699996
1431,Paraná,Central Térmica Paraná,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-60.45478488599997,-31.777138412999932
1433,Concepción del Uruguay,Central Térmica Concepción del Uruguay,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-58.268217798999956,-32.47246345299993
1434,Tostado,Central Térmica Tostado,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-61.75755054599995,-29.235232949999954
1436,Rafaela,Central Térmica Rafaela,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-61.52067370699996,-31.256351278999944
1437,Ceres,Central Térmica Ceres,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-61.92995764899996,-29.888039703999937
1439,Brigadier López,Central Térmica Brigadier López,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-60.77939465299994,-31.71044524499996
1440,Timbúes/Vuelta de Obligado,Central Termoeléctrica Timbúes/Vuelta de Obligado,Central Termoeléctrica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-60.79053629599997,-32.58027376599995
1442,Sorrento,Central Térmica Sorrento,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-60.67988629599995,-32.905666295999936
1444,Venado Tuerto,Central Térmica Venado Tuerto,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-61.955944854999984,-33.77736282799998
1445,Monte Quemado,Central Térmica Monte Quemado,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-62.84109166099995,-25.800817407999943
1447,Uspallata,Central Térmica Uspallata,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-69.36850801199995,-32.61942203999996
1448,Cacheuta Nueva,Central Hidroeléctrica Cacheuta (Nueva),Central Hidroeléctrica,6.000000000000000,1.000000000000000,IGN/Secretaría de Gobierno de Energía,-69.11058617499998,-33.02896951199995
1449,Álvarez Condarco,Central Hidroeléctrica Álvarez Condarco,Central Hidroeléctrica,6.000000000000000,1.000000000000000,IGN/Secretaría de Gobierno de Energía,-69.05087271399998,-33.04439079799994
1450,Luján de Cuyo,Central Térmica Luján de Cuyo,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-68.98116949699994,-33.05525042099998
1452,General San Martín,Central Hidroeléctrica General San Martín,Central Hidroeléctrica,6.000000000000000,1.000000000000000,IGN/Secretaría de Gobierno de Energía,-68.92181656499997,-33.045046731999946
1453,Cruz de Piedra,Central Térmica Cruz de Piedra,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-68.79695725599998,-33.03472005899994
1458,El Carrizal,Central Hidroeléctrica El Carrizal,Central Hidroeléctrica,6.000000000000000,1.000000000000000,IGN/Secretaría de Gobierno de Energía,-68.72000927199997,-33.29921067799995
1463,El Tigre,Central Hidroeléctrica El Tigre,Central Hidroeléctrica,6.000000000000000,1.000000000000000,IGN/Secretaría de Gobierno de Energía,-68.61287259099998,-34.60787662699994
1464,Los Reyunos,Central Hidroeléctrica Los Reyunos,Central Hidroeléctrica,6.000000000000000,1.000000000000000,IGN/Secretaría de Gobierno de Energía,-68.63832999999994,-34.60277776999993
1466,Los Coroneles (Ex 25 de Mayo),Central Hidroeléctrica Los Coroneles (Ex 25 de Mayo),Central Hidroeléctrica,6.000000000000000,1.000000000000000,IGN/Secretaría de Gobierno de Energía,-68.52827934499999,-34.59977855899996
1470,Agua del Toro,Central Hidroeléctrica Agua del Toro,Central Hidroeléctrica,6.000000000000000,1.000000000000000,IGN/Secretaría de Gobierno de Energía,-68.98949467799997,-34.57943060699995
1471,Bardas Blancas,Central Térmica Bardas Blancas,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-69.80501577299998,-35.86811534399993
1475,Dock Sud,Central Térmica Dock Sud,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-58.342436185999986,-34.653227122999965
1476,Costanera,Central Termoeléctrica Costanera,Central Termoeléctrica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-58.339762280999935,-34.62592961699994
1477,Puerto Nuevo,Central Térmica Puerto Nuevo,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-58.384121421999964,-34.57154112999996
1480,Matheu,Central Termoeléctrica Matheu,Central Termoeléctrica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-58.83714083199993,-34.39263314899995
1492,Manuel Belgrano,Central Termoeléctrica Manuel Belgrano,Central Termoeléctrica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-59.00656461999995,-34.18420871199993
1501,Genelba,Central Termoeléctrica Genelba,Central Termoeléctrica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-58.73310751599996,-34.90260179099994
1502,Magdalena,Central Térmica Magdalena,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-57.48391579999998,-35.10054629999996
1507,Las Armas,Central Termoeléctrica Las Armas,Central Termoeléctrica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-57.81749437499997,-37.07775608999998
1509,Villa Gesell,Central Térmica Villa Gesell,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-56.99794789099997,-37.24887919699995
1513,Pinamar,Central Térmica Pinamar,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-56.87870577999996,-37.09543136199994
1520,Miramar,Central Térmica Miramar,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-57.82419265799996,-38.24753433199993
1521,9 de Julio,Central Térmica 9 de Julio,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-57.54566868799998,-38.04961002599998
1525,Cretal-Tandil,Parque Eólico Cretal-Tandil,Parque Eólico,6.000000000000000,5.000000000000000,IGN/Secretaría de Gobierno de Energía,-59.023716742999966,-37.40331401999998
1529,Necochea,Central Térmica Necochea,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-58.71043835399996,-38.578326379999965
1531,Necochea,Parque Eólico Necochea,Parque Eólico,6.000000000000000,5.000000000000000,IGN/Secretaría de Gobierno de Energía,-58.79041492199997,-38.60425299999997
1532,Claromecó,Central Eólica Claromecó,Central Eólica,6.000000000000000,5.000000000000000,IGN/Secretaría de Gobierno de Energía,-60.08586406099994,-38.82940506699998
1538,Punta Alta-Pehuen Có,Central Eólica Punta Alta-Pehuen Có,Central Eólica,6.000000000000000,5.000000000000000,IGN/Secretaría de Gobierno de Energía,-61.609592142999986,-38.897177915999976
1543,Punta Alta-Centenario,Central Eólica Punta Alta-Centenario,Central Eólica,6.000000000000000,5.000000000000000,IGN/Secretaría de Gobierno de Energía,-61.898410299999966,-38.78326059999995
1545,Pampa II,Parque Eólico Pampa II,Parque Eólico,6.000000000000000,5.000000000000000,IGN/Pampa Energía,-62.04100011899993,-38.678319734999945
1546,Ingeniero Mario Cebreiro,Parque Eólico Ingeniero Mario Cebreiro,Parque Eólico,6.000000000000000,5.000000000000000,IGN/Pampa Energía,-62.011177387999965,-38.699344580999934
1553,General Villegas,Central Térmica General Villegas,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-62.99804563499998,-35.034641309999984
1557,Lincoln,Central Térmica Lincoln,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-61.520767570999965,-34.857385206999936
1564,Olavarría Delivery,Central Térmica Olavarría Delivery,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-60.23683809299996,-36.94462545599998
1575,Junín,Central Térmica Junín,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-60.91629588799998,-34.570765354999935
1581,Ecoenergía,Central Térmica Ecoenergía,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-62.39575996899998,-38.686447441999974
1585,Mayor Buratovich,Central Eólica Mayor Buratovich,Central Eólica,6.000000000000000,5.000000000000000,IGN/Secretaría de Gobierno de Energía,-62.65095770499994,-39.229289275999975
1588,Darregueira,Central Eólica Darregueira,Central Eólica,6.000000000000000,5.000000000000000,IGN/Secretaría de Gobierno de Energía,-63.19775067699999,-37.67813724599995
1595,Tenaris Siderca Cete II,Central Térmica Tenaris Siderca Cete II,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-60.14386233899995,-33.36455029699994
1601,Paraná,Central Térmica Paraná,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-60.17258126599995,-33.355413458999976
1603,Bragado,Central Térmica Bragado,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-60.431824947999985,-35.13528644499996
1604,Salto,Central Térmica Salto,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-60.231901524999955,-34.30201389499996
1606,Capitán Sarmiento,Central Térmica Capitán Sarmiento,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-59.76844258199998,-34.16375215099998
1608,Arrecifes,Central Térmica Arrecifes,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-60.130016989999945,-34.04151675899993
1613,Colón,Central Térmica Colón,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-61.07725364899994,-33.92167013799997
1614,Salto Andersen,Central Hidroeléctrica Salto Andersen,Central Hidroeléctrica,6.000000000000000,1.000000000000000,IGN/Secretaría de Gobierno de Energía,-64.81717420799998,-38.82131061899997
1616,La Humada,Central Térmica La Humada,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-68.01523691499995,-36.34949003299994
1617,Algarrobo del Águila,Central Térmica Algarrobo del Águila,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-67.14611110999994,-36.399166599999944
1618,Santa Isabel,Central Térmica Santa Isabel,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-66.93795426299994,-36.231179690999966
1619,Jagüel del Monte,Central Térmica Jagüel del Monte,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretraía de Gobierno de Energía,-65.78366204299994,-36.681068626999945
1620,General Acha,Central Eólica General Acha,Central Eólica,6.000000000000000,5.000000000000000,IGN/Secretaría de Gobierno de Energía,-64.71408667899993,-37.43104285199996
1621,Chapalco,Central Térmica Chapalco,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-64.78129958899996,-36.87181474499994
1627,Villa Regina,Central Térmica Villa Regina,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-67.08818771599994,-39.08805062399995
1629,El Cuy,Central Térmica El Cuy,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-68.34319130199998,-39.92510292099996
1630,Los Menucos,Central Térmica Los Menucos,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-68.08696520199999,-40.84205754799996
1631,Maquinchao,Central Térmica Maquinchao,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-68.70048159199996,-41.25488882999997
1632,Loma Atravesada,Central Hidroeléctrica Loma Atravesada,Central Hidroeléctrica,6.000000000000000,1.000000000000000,IGN/Secretaría de Gobierno de Energía,-71.53279379999998,-41.81815629999994
1633,El Bolsón,Central Térmica El Bolsón,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-71.54361061599997,-41.958221987999934
1634,El Caín,Central Térmica El Caín,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-68.35125858399994,-41.83260615199998
1643,El Tordillo,Parque Eólico El Tordillo,Parque Eólico,6.000000000000000,5.000000000000000,IGN/Secretaría de Gobierno de Energía,-67.90661560399997,-45.84753105599998
1645,Diadema Argentina,Parque Eólico Diadema Argentina,Parque Eólico,6.000000000000000,5.000000000000000,IGN/Secretaría de Gobierno de Energía,-67.69409474299994,-45.746558765999964
1647,Comodoro Rivadavia-Pecorsa - Cerro Arenales,Parque Eólico Comodoro Rivadavia-Pecorsa,Parque Eólico,6.000000000000000,5.000000000000000,IGN/Secretaría de Gobierno de Energía,-67.60154374999996,-45.85100595799997
1650,Comodoro Rivadavia-Antonio Morán,Parque Eólico Comodoro Rivadavia-Antonio Morán,Parque Eólico,6.000000000000000,5.000000000000000,IGN/Secretraía de Gobierno de Energía,-67.49630107599995,-45.850725963999935
1651,Rada Tilly,Parque Eólico Rada Tilly,Parque Eólico,6.000000000000000,5.000000000000000,IGN/Secretaría de Gobierno de Energía,-67.57937116699998,-45.916978781999944
1652,Los Antiguos,Central Térmica Los Antiguos,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-71.62402088999994,-46.55137090799997
1653,Perito Moreno,Central Térmica Perito Moreno,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-70.92878694099994,-46.59281093799996
1654,Bajo Caracoles,Central Térmica Bajo Caracoles,Central Térmica,6.000000000000000,7.000000000000000,IGN/Secretaría de Gobierno de Energía,-70.92614420699994,-47.44210726099993
