alma_id,alma_name,latitude,longitude,voltage_kv,region,coordinate_status
6.0,ABASTO,-34.9682263247012,-58.1649273226004,500,GBA,VALID
4990.0,HUDSON,-34.7678261450376,-58.1678580281845,220,GBA,VALID
19.0,BROWN,-34.8384828110708,-58.4036009626057,132,GBA,VALID
61.0,BURZACO,-34.8363153069853,-58.384017802855,132,GBA,VALID
79.0,CALZADA,-34.8096051677933,-58.344279310685,132,GBA,VALID
194.0,ROCA,-34.7867632547697,-58.3967596480531,132,GBA,VALID
533.0,TEMPERLEY,-34.7632811292338,-58.3951600403282,132,GBA,VALID
4333.0,HÉROES DE MALVINAS,-34.7404964619194,-58.3987581261484,132,GBA,VALID
4673.0,ANGELETTI,-34.8415533441663,-58.4021815342546,132,GBA,VALID
4674.0,GLEW,-34.8871598429131,-58.3953072097404,132,GBA,VALID
2553.0,ZAPPALORTO,-34.7234010105257,-58.74186916923,132,GBA,VALID
5216.0,LIBERTAD,-34.6910346757624,-58.7233574343535,132,GBA,VALID
325.0,MERLO,-34.6677066493595,-58.742303714428,132,GBA,VALID
264.0,LA REJA,-34.6366847679836,-58.8233514227766,132,GBA,VALID
245.0,ITUZAINGO,-34.6798845810364,-58.6715771207562,132,GBA,VALID
4849.0,PASO DEL REY,-34.6718377999153,-58.7972377922789,132,GBA,VALID
5209.0,GAONA,-34.6016952307301,-58.8954465251121,132,GBA,VALID
1913.0,PANTANOSA,-34.7491852562826,-58.6653272346832,132,GBA,VALID
1933.0,M. PAZ,-34.7810438799758,-58.8249442393901,132,GBA,VALID
1934.0,PONTEVEDRA,-34.7262859181325,-58.7016300259749,132,GBA,VALID
236.0,CASANOVA,-34.6994858638508,-58.5831847819035,132,GBA,VALID
530.0,TAPIALES,-34.7041446135696,-58.4984152003785,132,GBA,VALID
4.0,A. DE LAFERRERE,-34.7711563225895,-58.60527944957,132,GBA,VALID
207.0,G. CATÁN,-34.7836285487847,-58.6310822362621,132,GBA,VALID
322.0,M. BENZ,-34.8780128091355,-58.6831334441286,132,GBA,VALID
3833.0,EL PINO,-34.8804770911117,-58.6804706405553,132,GBA,VALID
259.0,MATANZA,-34.6940318534313,-58.5303578399384,132,GBA,VALID
505.0,SANTA ROSA,-34.6876659365836,-58.5359035134958,132,GBA,VALID
485.0,SAN JUSTO,-34.669188547981,-58.5524525076045,132,GBA,VALID
4353.0,LUZURIAGA,-34.6711500432519,-58.5954038834117,132,GBA,VALID
5212.0,AEROCLUB,-34.7277215087882,-58.5972345183521,132,GBA,VALID
3534.0,TRANSRADIO,-34.7525111228468,-58.4627630663784,132,GBA,VALID
167.0,ECHEVERRÍA,-34.8417926603166,-58.5056677640369,132,GBA,VALID
462.0,SANTA CATALINA,-34.7802790826389,-58.4226009463672,132,GBA,VALID
260.0,LA PLATA,-34.9337229586893,-58.015625046979,132,GBA,VALID
381.0,PAZ,-34.9336151250531,-57.9599053771081,132,GBA,VALID
451.0,ROCHA,-34.9079787970634,-57.9517721065108,132,GBA,VALID
538.0,TOLOSA,-34.8988591531718,-57.9763273719688,132,GBA,VALID
157.0,DIQUE,-34.8897915942369,-57.9322787123673,132,GBA,VALID
2953.0,SUR,,,133,GBA,MISSING
5137.0,ESTE,-34.9343846210315,-57.8826314483541,132,GBA,VALID
254.0,KAISER,-35.003482075889,-58.1205813364165,132,GBA,VALID
3113.0,MAFISSA,-34.9826649999558,-58.0338853369344,132,GBA,VALID
123.0,CITY BELL,-34.8806317848532,-58.0597648978467,132,GBA,VALID
554.0,VERONICA,-35.3815683882151,-57.3633183001981,132,GBA,VALID
141.0,CORDOBA SUROESTE,-31.4626814006391,-64.2385516048341,132,CENTRO,VALID
427.0,R. DEL BUSTO,-31.358325653918,-64.2176277084137,132,CENTRO,VALID
2333.0,GUINAZU,-31.3332676136757,-64.1654960236492,132,CENTRO,VALID
47.0,BARRIO JARDIN,-31.458099376901,-64.1705774761291,132,CENTRO,VALID
136.0,CORDOBA CENTRO,-31.4142934134429,-64.1751475874791,132,CENTRO,VALID
137.0,CORDOBA ESTE,-31.4289541639138,-64.1352903726091,132,CENTRO,VALID
138.0,CORDOBA NORTE,-31.3734746040997,-64.1657722391705,132,CENTRO,VALID
139.0,CORDOBA OESTE,-31.3931069098118,-64.2067571438541,132,CENTRO,VALID
140.0,CORDOBA SUR,-31.4388801833327,-64.17068020091,132,CENTRO,VALID
163.0,DON BOSCO CDBA,-31.3756104544852,-64.2578387530833,132,CENTRO,VALID
305.0,M. DEL ABASTO,-31.3898936040242,-64.1006196177728,132,CENTRO,VALID
350.0,NUEVA CORDOBA,-31.4313463506168,-64.190257261318,132,CENTRO,VALID
4917.0,MENDIOLAZA,-31.2645643142584,-64.2712274172798,132,CENTRO,VALID
4953.0,LA TABLADA CDBA,-31.4079813872306,-64.1854451760405,132,CENTRO,VALID
5192.0,MONTE CRISTO,-31.3605471604746,-63.9734098523327,132,CENTRO,VALID
5203.0,INTERFABRICA CBA,-31.4669514258585,-64.1251959508362,132,CENTRO,VALID
5427.0,CALASANZ,-31.4176197512696,-64.1986698899266,132,CENTRO,VALID
91.0,CARLOS PAZ,-31.4119341549132,-64.4823882751404,132,CENTRO,VALID
190.0,F. CAÑETE,-31.5227356699364,-64.4636900822996,132,CENTRO,VALID
258.0,LA FALDA,-31.0991832261098,-64.4759805316044,132,CENTRO,VALID
308.0,MALAGUEÑO,-31.4830484289643,-64.3490948826163,132,CENTRO,VALID
572.0,YOCSINA,-31.4438972085937,-64.3683409409537,132,CENTRO,VALID
1294.0,BIALET MASSE,-31.323358417986,-64.4848883969027,132,CENTRO,VALID
5141.0,S. A. ARREDONDO,-31.4654891637263,-64.5122789035202,132,CENTRO,VALID
475.0,SAN FRANCISCO,-31.4391216922548,-62.111660133163,132,CENTRO,VALID
565.0,VILLA MARIA,-32.4306049014435,-63.1923111283614,132,CENTRO,VALID
5264.0,AFISA,-30.9403715900771,-62.0503939326307,132,CENTRO,VALID
5294.0,MORTEROS,-30.7198055191707,-61.992402501836,132,CENTRO,VALID
244.0,ISLA VERDE,-33.242326753194,-62.395231774659,132,CENTRO,VALID
269.0,LA VIÑA,-31.8726151107414,-65.0371545941181,132,CENTRO,VALID
562.0,DOLORES,-31.9708160487805,-65.1643666796314,132,CENTRO,VALID
214.0,GRAL. LEVALLE,-34.0365829677215,-63.9221678208356,132,CENTRO,VALID
566.0,VILLA MERCEDES,-33.6439925538717,-65.4636578655661,132,CENTRO,VALID
3953.0,V. MERCEDES SUR,-33.6837426869522,-65.4856984340783,132,CENTRO,VALID
4947.0,ENCADENADAS,-34.0137932947188,-65.3492922288097,132,CENTRO,VALID
268.0,LA TOMA,-33.0476365541675,-65.6241538712657,132,CENTRO,VALID
507.0,SANTA ROSA S.LUIS,-32.3408907962898,-65.1723414939452,132,CENTRO,VALID
5205.0,MERLO SAN LUIS,-32.3470990468678,-65.0282204660384,132,CENTRO,VALID
5206.0,TILISARAO S. LUIS,-32.6910776085923,-65.2415100566048,132,CENTRO,VALID
302.0,LUJÁN DE CUYO,-33.0545473675512,-68.9805644120328,132,CUYO,VALID
364.0,P.I.P.,-33.0595914804235,-68.9951419723756,132,CUYO,VALID
567.0,VILLANUEVA,-32.9100267036104,-68.7781771809052,132,CUYO,VALID
452.0,RODEO DE LA CRUZ,-32.9147707813251,-68.7439235724477,132,CUYO,VALID
276.0,LAS HERAS,-32.8631076225659,-68.8084789635634,132,CUYO,VALID
4193.0,BOULOGNE,-32.8619669613973,-68.8593500675834,132,CUYO,VALID
5349.0,CERRO DE LA GLORIA,-32.8827119242705,-68.8976487802166,132,CUYO,VALID
2853.0,VILLA HIPÓDROMO,-32.9347658891608,-68.8780373050725,132,CUYO,VALID
491.0,SAN MARTÍN,-32.8995990281816,-68.8429012068081,132,CUYO,VALID
224.0,GUAYMALLEN,-32.8837180960136,-68.8278507469948,133,CUYO,VALID
4850.0,TUPUNGATO,-33.4319903892951,-69.1907507264407,132,CUYO,VALID
